,song_id,song_name,artist_1,artist_2,artist_3,release_date,popularity,duration_ms,explicit,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,key,valence,tempo,time_signature,mode
522485,1z5MJsODc069Efe40tDthc,Socha Nahin Achha Bura,Jagjit Singh,Chitra Singh,,1985-12-31,10,354867,0,0.594,0.281,-16.425,0.0372,0.874,0.0183,0.342,3,0.669,119.931,3,1
522526,7b7nhmGyaO5v6UwklO4BSF,White City Fighting,Pete Townshend,,,1985-11-30,26,281133,0,0.538,0.877,-10.554,0.0413,0.0247,0.00146,0.168,9,0.352,135.685,4,0
522598,1gmDjeg2K1BNwafcequKlH,Marachipo Nesthamaa,K. J. Yesudas,,,1986-12-31,20,275427,0,0.422,0.584,-7.663,0.0314,0.943,0.578,0.164,7,0.509,104.799,4,0
522645,6dAcJEfaE62liS6lDzvKHJ,Jo to Aapapla Yethe,Sudhir Phadke,,,1986-04-25,14,352940,0,0.655,0.469,-7.775,0.0388,0.646,0.0,0.297,2,0.62,131.569,4,0
522662,7hjaVKzWBfdG7yJMhnn9Lv,Regutunna Dhoka,S. P. Balasubrahmanyam,,,1986-08-09,13,283000,0,0.67,0.541,-9.493,0.0326,0.675,0.0612,0.272,0,0.543,114.624,3,1
522697,17LG0Ph3xBRKvaYewQtrPx,Stranded - Re-Mixed Version,Tone Norum,,,1986-01-01,27,270933,0,0.542,0.747,-10.415,0.0428,0.23,0.0,0.488,0,0.709,75.84,4,1
522705,2jlHAobpwQ87M2QT8DN13s,Patli Kamar Lambe Baal,Anuradha Paudwal,Kavita Krishnamurthy,,1986-08-20,10,341707,0,0.313,0.916,-7.068,0.123,0.704,5.27e-06,0.353,11,0.782,172.578,3,1
522768,1gWKlpPiV5k44YJsovkiKw,Dhya Dutt Dutt Naam,Ajeet Kumar Kadkade,,,1987-02-12,15,433893,0,0.514,0.491,-11.337,0.0568,0.263,0.0,0.193,7,0.569,104.0,4,0
522858,75Fp3BDyGnrFl6pWfg8FoT,Silli Hawa Chhoo Gai,Lata Mangeshkar,,,1988-01-01,24,334817,0,0.411,0.232,-11.513,0.0344,0.791,0.000256,0.0936,8,0.483,169.729,4,1
522898,1p8Ez1BDiqeoNlevGb4bBj,Ganpati Majha Nachat Aala,Anand Shinde,,,1988-05-16,19,348627,0,0.434,0.832,-6.241,0.194,0.408,1.79e-06,0.562,6,0.845,89.116,4,0
523075,22yzQtQAYacd9om3u2SKSC,Maa Kanti,P. Susheela,,,1989-01-01,27,281066,0,0.483,0.417,-8.536,0.0553,0.798,1.94e-06,0.366,6,0.536,169.775,4,0
523118,0AElOiP9SJ6S9aaww3lYEy,Ashi Hi Banavabanavi,Suresh Wadkar,Amit Kumar,Shailendra Singh,1989-11-17,18,273680,0,0.88,0.666,-9.117,0.0772,0.553,0.0,0.31,7,0.961,109.3,4,1
523218,3wcLTue7DnjSAeNGTpEgbz,Bhaktiful Man Jhale,Ajit Kadkade,,,1989-02-21,11,394718,0,0.368,0.634,-8.879,0.0725,0.641,0.0,0.11,11,0.542,143.502,4,1
523377,5O2eGBugaBlEDpWP5tPs2L,Quality Time,Hi-Five,,,1990-01-01,31,283067,0,0.644,0.674,-6.998,0.0345,0.0761,0.0,0.0659,6,0.656,155.907,4,1
523658,32SM1giQug40rRNN10fYZj,Tere Dard Se Dil,Kumar Sanu,,,1992-03-04,33,291090,0,0.407,0.533,-12.734,0.0379,0.617,0.0,0.104,4,0.72,152.22,4,0
523665,2yCxeuSNBxItAS3JbNnhMZ,Pandiayanin Rajyathil,Mano,K. S. Chithra,,1992-10-25,30,340400,0,0.795,0.493,-8.8,0.0492,0.347,1.87e-05,0.0701,4,0.623,110.977,4,0
523680,3jyPqBoCkboezCaFaXZq6o,Kannu Padapoguthaiyah,Ilaiyaraaja,,,1992-01-14,28,259547,0,0.651,0.749,-7.468,0.0553,0.795,1.84e-06,0.341,6,0.94,142.109,3,1
523690,3kvvaHHUYkuFdCzU8YjinG,Main To Shiv Ki Pujarin Banungi Apne Bhole Ki Jogan Banungi,Anuradha Paudwal,,,1992-01-01,27,334440,0,0.662,0.488,-10.69,0.0357,0.879,0.0,0.0942,2,0.695,137.98,3,1
523716,4fx3QuUYhXsVuL7ZNa30af,Kal College Bandh Ho Jaayega,Sadhana Sargam,Udit Narayan,,1992-02-21,25,435427,0,0.513,0.688,-5.898,0.0403,0.786,4.39e-05,0.0486,9,0.716,83.016,4,0
523828,6XW1PvfdwGRlhvTQPIXfTo,Ab To Bina Tumhare,Nadeem Shravan,Kumar Sanu,,1992-01-01,17,293051,0,0.518,0.475,-15.276,0.0393,0.759,1.13e-06,0.46,9,0.711,113.762,4,1
523842,2WbNbyCYhL5kGCuegvMXO1,Konda Konallo,Vani Jairam,,,1992-03-06,16,286760,0,0.58,0.433,-12.499,0.0528,0.791,0.0442,0.328,0,0.71,93.323,4,1
523887,0raPKRAO7TuUM9774rmZ7R,Shivani Bhavani (Male),S. P. Balasubrahmanyam,,,1992-03-06,15,207573,0,0.456,0.498,-11.757,0.162,0.897,0.0,0.231,7,0.741,155.266,3,1
523894,5MnomJiYn203rSj4PaUPpf,Los Dos Amantes,Los Kinos,,,1992-12-05,32,181173,0,0.697,0.275,-14.588,0.0379,0.57,1.16e-06,0.0854,5,0.808,157.079,3,1
524014,6PR5NUBVcZ71CmlZEHEavM,Achha Sila Diya Tune Mere Pyar Ka,Sonu Nigam,,,1993-01-01,23,309359,0,0.472,0.64,-10.905,0.0435,0.923,0.000181,0.545,2,0.621,121.044,4,1
524133,65t7eMuAXkDVAwGd7AyMGA,Ek Baat Bataoon,Kumar Sanu,Sadhana Sargam,,1993-08-01,18,388827,0,0.486,0.604,-9.355,0.0336,0.488,0.000112,0.202,6,0.647,96.167,4,1
524200,1NsfymKYTr0g5VFgyzGjqZ,Malligai Mottu,Arunmozhi,Swarnalatha,,1994-10-17,39,304400,0,0.835,0.332,-11.485,0.0642,0.64,4.33e-05,0.161,9,0.746,126.008,3,0
524252,3GwWKghhOH4Kj8J4Es2sem,Chhoti Si Aasha - Instrumental,A.R. Rahman,Minmini,,1994-03-12,31,298667,0,0.624,0.292,-13.578,0.0601,0.31,0.0947,0.138,2,0.684,171.513,4,1
524264,39hCQjPyTtsHzsp0cx1fuJ,Mujhse Pehli Si Mohabbat,Noor Jehan,,,1994-01-01,32,350880,0,0.36,0.627,-8.877,0.0346,0.649,0.00155,0.399,7,0.484,146.691,3,1
524274,6AIycAIroxaYOplOY04JYN,Ramji Tumro Bhakt,Anup Jalota,,,1994-10-05,26,307000,0,0.514,0.433,-14.879,0.0453,0.632,0.0,0.046,7,0.886,106.627,4,0
524318,6ZYMdQ5w0kmforTqarWYqm,Kavithaikku Porul Thandha,Prabhu,Sirija,,1994-05-20,22,83043,0,0.495,0.202,-19.628,0.307,0.907,1.15e-06,0.114,7,0.252,77.572,5,1
524440,0trgRUeHWSFHZ0W1640dwA,Zara Sa Jhoom Loon Main,Asha Bhosle,Abhijeet,,1995-10-20,48,353693,0,0.606,0.552,-12.537,0.0764,0.681,6.87e-05,0.191,0,0.865,130.653,4,0
524454,6AnhPQiGzu7zQDSFHMkCBI,Tu Mile Dil Khile - Sad,Kumar Sanu,Alka Yagnik,,1995-08-04,35,358673,0,0.351,0.67,-6.294,0.0375,0.707,0.000163,0.416,10,0.498,97.013,4,0
524481,3odFvTwZy4BamiUDYDeTvM,Pyaar Yeh Jaane Kaise,Suresh Wadkar,Kavita Krishnamurthy,,1995-05-14,33,299000,0,0.533,0.37,-7.847,0.0308,0.384,0.0,0.303,6,0.182,97.246,4,0
524496,2v1z9cvgFpz6ZcBp11AVYz,Oruvan Oruvan Mudalali,S. P. Balasubrahmanyam,Makumba,,1995-01-01,27,382067,0,0.798,0.637,-15.227,0.0741,0.192,1.6e-05,0.141,4,0.663,117.049,4,0
524517,3fiWBxtKdP9Osu8WTzK16Q,Ek Munda,Lata Mangeshkar,,,1995-01-13,27,457800,0,0.505,0.594,-11.152,0.043,0.347,0.000129,0.245,1,0.899,82.416,4,1
524529,2IVTadJg1X3ZjlHI5dLh9r,Longing,Michael Brook,Nusrat Fateh Ali Khan,,1995-01-01,32,335600,0,0.482,0.552,-11.779,0.0424,0.418,0.617,0.0728,2,0.0948,92.095,4,1
524590,2xbebTYhT2qyceyliMlpkU,Aayegi Har Pal Tujhe Meri Yaad,Kumar Sanu,Alka Yagnik,,1995-03-03,21,375000,0,0.344,0.716,-6.183,0.0383,0.594,6.13e-06,0.312,7,0.77,77.928,4,1
524658,635uAbRfglO3PyVoKsLpc9,Ooyee Ooyee Meri Amma,Poornima,,,1995-03-29,17,329875,0,0.584,0.832,-4.415,0.0649,0.783,0.238,0.107,8,0.762,136.777,4,0
524662,5sZJc8pRT7udg8Zo1scuSY,Jinke Hriday Mein Hai Siyaram,Hari Om Sharan,,,1995-05-06,17,414520,0,0.467,0.592,-10.541,0.0402,0.725,0.0,0.288,3,0.96,165.01,4,1
524667,5SS7NmNppoB1aktfSKo6fK,Hari Paadana,S. P. Balasubrahmanyam,,,1995-07-13,16,132101,0,0.606,0.149,-12.066,0.066,0.923,0.000534,0.153,0,0.561,170.017,4,1
524737,6681z5exNZcmDuu59uvhKL,East Aur West India Is the Best,Anu Malik,,,1996-11-07,26,425013,0,0.722,0.865,-12.365,0.101,0.0217,0.0,0.193,9,0.329,125.681,4,1
524789,1bRo7OrS7Oc9Qv4rWPkJ5J,Enka Yedo Kavai Antu,S. P. Balasubrahmanyam,K. S. Chithra,,1996-12-31,20,271453,0,0.599,0.524,-12.645,0.0615,0.264,6.05e-06,0.0945,9,0.422,110.144,4,0
524814,1mUsaxHXyE2E0SuA4dbK6Q,Takkari,S. P. Balasubrahmanyam,K. S. Chithra,,1996-01-27,18,271849,0,0.694,0.918,-5.576,0.198,0.584,0.000628,0.576,2,0.894,164.943,4,1
524895,5KbRZnu5zAMiofcaqApl4b,Meri Sanson Mein,Udit Narayan,,,1997-08-15,40,459000,0,0.582,0.402,-14.657,0.0428,0.611,0.0,0.0598,0,0.657,82.056,4,1
524903,0zoPzA7onXon2eO6XXMA5e,Tumhi Ne Meri Zindagi,Babul Supriyo,,,1997-12-18,35,364983,0,0.316,0.85,-8.964,0.102,0.0154,0.0,0.198,6,0.287,119.558,4,0
524924,0mKnPbLPH6mIq15Mro4WEl,Aankh Mare,Kumar Sanu,Kavita Krishnamurthy,,1997-12-31,32,313160,0,0.806,0.968,-6.087,0.0952,0.548,0.0,0.0657,5,0.788,129.931,4,1
525007,3k9DFo3uiV4TvNMcCiXgBn,Taj Mahale,Hariharan,Anuradha Sriram,,1997-01-14,23,318040,0,0.705,0.488,-13.291,0.034,0.234,4.54e-05,0.0766,1,0.629,119.981,4,0
525014,43R1Ujxi92e1FuMF98Az6g,Yawana Veena Puvvula Vana,S. P. Balasubrahmanyam,,,1997-04-04,23,271527,0,0.701,0.668,-6.424,0.0347,0.542,0.000618,0.095,2,0.842,170.118,4,0
525113,2zQX7Sakdph6PcI3oTHuhI,I'm Telling Tim,NOFX,,,1997-10-21,36,77067,0,0.336,0.986,-3.855,0.0709,0.000107,3.14e-05,0.126,0,0.604,100.233,4,1
525174,025Y9d4a1rtJcfB8XInzRc,Deewana Main Chala,Udit Narayan,,,1998-03-10,35,330347,0,0.663,0.804,-6.98,0.0356,0.282,0.000299,0.224,2,0.943,108.074,4,1
525202,19A3pxsJjfFeLeFcOSVFpR,Gaarva - Version 1,Milind Ingle,,,1998-01-01,31,278544,0,0.501,0.404,-11.229,0.0441,0.628,0.0,0.502,9,0.512,140.895,3,0
525253,6LI0nj42VlfvfkV7imwRwr,Sone Sone,Hamsa Lekha,K. J. Yesudas,Anuradha Sriram,1998-03-12,25,324933,0,0.627,0.656,-14.911,0.0342,0.492,0.00112,0.0934,0,0.481,129.939,4,0
525354,0X67f1pPybswfZVMuLlZJg,Kaise Aankh Milaun,Falguni Pathak,,,1998-01-01,19,367733,0,0.736,0.66,-14.543,0.0705,0.104,0.000723,0.311,9,0.774,96.966,4,0
525466,6WqbvA5YfoWudKVdnZriHT,Na Khangh Mundia,Surjit Bindrakhia,,,1999-08-05,36,329547,0,0.727,0.584,-13.482,0.0635,0.323,0.0,0.354,0,0.878,78.2,4,1
525475,0tyLo7wakFZ0TOvteo9m4U,Yemani Cheppanu,Hariharan,,,1999-08-27,32,319402,0,0.645,0.632,-7.562,0.0544,0.462,5.8e-06,0.237,2,0.484,88.944,4,0
525495,20TRipLAEcCDu7qBG4NauC,Kavvinchake,Rajesh,Sujatha,,1999-03-18,31,259913,0,0.686,0.868,-3.063,0.0392,0.311,6.91e-06,0.0696,9,0.791,102.038,4,0
525555,5Apu8XtunjH8ZKrVLwlQMX,Neendran,Babbu Maan,,,1999-09-26,30,296840,0,0.642,0.53,-19.003,0.0755,0.13,0.0,0.0708,10,0.88,77.995,4,0
525613,6Cp7YFg2GfZMmiBBgylmX2,Dheem Ta Dare,Surjo Bhattacharya,,,1999-12-03,25,214507,0,0.76,0.555,-15.876,0.0462,0.448,0.0099,0.0888,7,0.96,118.939,4,1
525618,63lhaZHylIm9dLmFovKQ5D,Tujhe Dekh Ke Dil,Jaspinder Narula,Udit Narayan,,1999-12-04,26,333067,0,0.76,0.933,-8.463,0.0767,0.14,7.4e-06,0.0476,7,0.515,127.818,4,1
525622,4veXLU5mXJ9F1WvRFpo5ni,Jumbalika,Alisha Chinai,Shankar Mahadevan,,1999-12-03,24,334120,0,0.831,0.471,-16.782,0.129,0.0612,0.0,0.119,6,0.954,101.968,3,0
525736,0er8hnSRxbq3PH8ntcf24C,Ek Kudi Dil Utte Chha Gayi(O Ho),Sardool Sikander,,,1999-12-14,23,317720,0,0.804,0.637,-14.419,0.27,0.453,0.0,0.232,7,0.961,171.844,4,0
525765,76PSewQzOUpGw1kflnS6qF,Kaho Naa Pyaar Hai,Amar Mohile,Raj Sodha,Tushar Parte,2000-01-14,43,431493,0,0.688,0.923,-10.594,0.0446,0.138,0.689,0.062,9,0.607,131.056,4,1
525811,5cr7u4DI62FzLhZA900WQq,Kaho Naa Pyar Hai - Sad,Udit Narayan,,,2000-01-14,36,68547,0,0.185,0.327,-7.841,0.0337,0.622,1.13e-06,0.295,9,0.376,82.116,5,1
525838,2KRedfc9BxUVJ96oTXy2AF,June July,S.A. Rajkumar,Shankar Mahadevan,Harini,2000-03-12,36,272680,0,0.847,0.779,-8.533,0.0609,0.0149,0.000135,0.0717,9,0.697,130.952,4,1
525847,0uBueDTKPWSglMBanZtsdA,Dil Ne Yeh Kaha Hain Dil Se,Sonu Nigam,Alka Yagnik,,2000-07-02,35,347350,0,0.619,0.569,-11.271,0.0812,0.446,6.27e-06,0.0385,6,0.637,164.038,4,0
525902,0n3zhiiaLvuy6IUlCrkyNe,Tuj Maagatho Mi Aatha,Lata Mangeshkar,Usha Mangeshkar,,2000-02-27,30,224333,0,0.507,0.806,-2.908,0.0719,0.615,0.000341,0.29,2,0.744,166.187,4,1
525964,5SR4MTY9ZOVqqmx3WyXVXw,Panihari,Seema Mishra,,,2000-05-15,26,683207,0,0.602,0.631,-10.763,0.0385,0.567,0.000224,0.437,4,0.923,141.662,4,1
525983,7pF6zeGSDBkzuwblmUlRHH,Kabir Amritwani,Debashish Dasgupta,,,2000-09-04,26,3448137,0,0.588,0.649,-8.474,0.0357,0.59,0.0,0.323,10,0.851,98.032,4,0
526226,2I1nFkTHlhmN89nzYpqAo1,Mithe Ras Se,Falguni Pathak,,,2001-01-01,28,511413,0,0.46,0.337,-13.53,0.114,0.59,0.0,0.122,0,0.752,86.526,4,1
526293,0U9AVN16faf2iOWEOt67H8,Ding Dong,KK,Sunidhi Chauhan,,2002-12-14,38,406520,0,0.747,0.748,-8.79,0.0828,0.0165,1.13e-05,0.121,10,0.7,134.857,4,0
526428,2VEyI38e4bZ1uNpKawXRjG,Arupathu Ayidichu,Manikka Vinayagam,Malkudi Subha,,2002-10-06,28,231262,0,0.724,0.767,-10.403,0.349,0.598,0.0,0.0701,5,0.945,75.986,4,0
526456,1j6NItp1B8FWKlwuss9mmd,Katta Katta,Shankar Mahadevan,Swarnalatha,,2002-04-10,29,292467,0,0.484,0.713,-9.614,0.114,0.0186,1.13e-05,0.142,10,0.667,197.717,3,0
526623,5qATzUoRlR6mBIn511uo4R,Tum,Kamaal Khan,,,2002-05-10,21,353133,0,0.603,0.324,-15.258,0.0476,0.3,0.00167,0.085,10,0.193,177.817,4,1
526627,0ZsUfHfmXFKGkEnw8HKnft,Chandamama,Kalyani Malik,Sunitha,,2002-12-14,22,278674,0,0.732,0.867,-4.615,0.0789,0.47,0.000432,0.116,0,0.659,98.446,4,0
526648,3dDpmmV1VsQJFRSMVQByZk,Dippu Dippu,Shankar Mahadevan,,,2002-02-14,21,328005,0,0.605,0.923,-4.662,0.245,0.386,0.0,0.162,2,0.567,93.65,4,1
526729,7e5suVOpxQ36oZZXpgkMK2,Kuch Naa Kaho,Shaan,Sadhana Sargam,,2003-09-05,37,321280,0,0.717,0.524,-10.636,0.0377,0.304,1.89e-05,0.0499,2,0.55,94.998,4,1
526757,1mnhvYCNEayxowXR5HO0XA,Apun Jaise Tapori - Munnabhai MBBS / Soundtrack Version,Vinod Rathod,Sanjay Dutt,Arshad Warsi,2003-01-01,36,331733,0,0.609,0.427,-12.005,0.514,0.362,2.44e-06,0.505,9,0.393,169.861,4,0
526836,23pcAYyfYEaxlA0fgA4jZJ,Silayil Ninnum,Sujatha,,,2003-07-19,30,349067,0,0.63,0.394,-10.051,0.0821,0.379,0.0162,0.0946,9,0.584,168.069,4,0
526887,1A80vUgrQPCftEiMHfgonQ,Main Aur Meri Tanhai - Main Aur Meri Tanhai / Soundtrack Version,Jagjit Singh,,,2003-01-01,30,312680,0,0.413,0.403,-13.689,0.0322,0.671,1.41e-05,0.287,4,0.349,127.949,4,1
526888,5TPQTz6By2HEIsw0De4yGg,Kudamullakkadavil,Sujatha,,,2003-07-19,28,327947,0,0.662,0.51,-7.876,0.0319,0.49,0.000188,0.0857,2,0.585,90.018,4,1
526908,07eec0mzBrbP23zW0Ud93d,Oh Mugalai Mugalai,Harish Raghavendra,Harini,,2003-06-12,31,364399,0,0.791,0.759,-9.054,0.0589,0.112,0.0,0.0736,2,0.868,93.874,4,1
527062,4xxI0wbCGoJVjnLGDIucn6,Tum Paas Aa Rahe Ho,Madan Mohan,Lata Mangeshkar,Jagjit Singh,2004-09-18,36,309917,0,0.308,0.548,-8.481,0.0486,0.833,0.0106,0.36,0,0.429,180.167,4,1
527231,7qwlnOQ5tIZ9NHVuTjxdMA,Gurthukostunnayi,KK,,,2004-07-26,26,283430,0,0.66,0.432,-7.901,0.0303,0.717,7.41e-05,0.114,0,0.341,139.858,4,1
527296,3DkhCqiBjGSZqeBqo0yd1r,Kaakum Kadavul,Sirkazhi Govindarajan,,,2004-12-31,23,208773,0,0.517,0.713,-8.39,0.0614,0.607,9.81e-06,0.145,2,0.8,100.214,4,1
527324,6sTAqm946D6MZvPiMt8SlI,Ra Ra Rajakumara,Udit Narayan,Swarnalatha,Chorus,2004-07-22,23,333793,0,0.808,0.848,-6.702,0.296,0.473,1.37e-06,0.092,7,0.629,114.037,4,0
527344,2VQ66m1O2NELSZ5d5a4aMQ,El Terrón,"Sergio Vega ""El Shaka""",,,2004-08-24,41,147520,0,0.834,0.759,0.681,0.0432,0.508,0.000285,0.0649,8,0.972,95.851,3,1
527458,46hq24wMdW2FqfDqBnQdwe,Yeh Honsla,Salim–Sulaiman,Shafquat Amanatali Khan,,2005-06-01,44,287925,0,0.637,0.574,-8.14,0.0395,0.741,4.3e-06,0.0912,7,0.618,125.042,1,1
527585,40wjCZ5O3zFufifZnFaC8R,Aagaya Gangai,Malaysia Vasudevan,S. Janaki,,2005-11-30,32,277867,0,0.355,0.685,-5.04,0.0355,0.903,0.618,0.482,4,0.628,88.07,4,0
527623,2T3wfHo3UoCXO3dueG0gCs,Lalkaar,A.R. Rahman,Aamir Khan,,2005-12-04,32,176733,0,0.385,0.27,-14.616,0.0323,0.537,0.000745,0.112,0,0.0383,87.65,1,1
527772,4KSHc0ATBNg29sFqUmcfNq,Chanda Chamke,Jatin-Lalit,Babul Supriyo,Mahalakshmi Iyer,2006-04-12,44,228389,0,0.894,0.687,-8.651,0.119,0.366,0.0,0.111,5,0.645,113.992,4,1
527792,6Q7QOINF6xF4wFSgEJMBap,Gola Petty,Raghu Kunche,Kousalya,,2006-12-23,38,277101,0,0.797,0.965,-5.725,0.111,0.306,0.0812,0.245,8,0.777,97.979,4,1
527859,1NM7CCifjilfKdv1RlBUjj,Mudhal Naal,K.K Mahalakshmi,Pop Shalini,,2006-12-31,32,267013,0,0.748,0.529,-10.056,0.0291,0.17,2.18e-06,0.196,0,0.527,119.977,4,1
527974,1SPjyXQvDjvPA3hYhHvsO1,"Main Jahaan Rahoon (From ""Namastey London"")",Rahat Fateh Ali Khan,,,2007-01-01,56,382493,0,0.584,0.556,-8.98,0.0514,0.362,2.9e-05,0.13,5,0.517,103.739,4,1
528081,6cZcVAjgELRB6w9h6jaYtJ,Thozhiya,Harish Raghavendra,Sri Charan,Mega Chorus,2007-12-07,36,296725,0,0.697,0.875,-1.842,0.0475,0.473,1.68e-06,0.125,8,0.808,96.013,4,1
528144,3Jea97Ww0h68c3zEOM7udp,Unakkena Naan,Ramya,Vijay Antony,,2007-12-07,32,236434,0,0.62,0.662,-2.159,0.0317,0.853,0.00014,0.17,0,0.215,143.89,4,0
528146,0W6xSGihThKerVr2u18n9u,Lets Rock Soniye,Pritam,Tulsi Kumar,Shaan,2007-09-05,33,264255,0,0.755,0.947,-4.18,0.164,0.109,0.0,0.0488,7,0.765,102.981,4,1
528227,7Esjmr77c4SU5IlMtym7Ho,Khabar Nahi,Vishal-Shekhar,Shreya Ghoshal,Amanat Ali,2008-10-08,49,259120,0,0.622,0.758,-6.641,0.11,0.153,0.0,0.0622,7,0.436,90.951,4,1
528236,1qWBWMCMNd7wIXaknViBvc,Achutam Keshavam,Vikram Hazra,,,2008-01-01,46,348333,0,0.523,0.549,-11.508,0.0439,0.218,0.0,0.0797,2,0.661,92.521,4,1
528245,5Vhm92XrsXw5SfFYnxxspt,Athey Nanne,Harris Jayaraj,Karthik,VV Prassanna,2008-10-31,43,321360,0,0.772,0.447,-9.365,0.0833,0.467,1.55e-06,0.0816,5,0.758,133.811,4,0
528264,6nQp6Nxx1SwpOkze3Jf1Wo,Nenjai Kasakki,Yuvan Shankar Raja,Udit Narayan,Suchitra,2008-10-17,41,308693,0,0.681,0.65,-9.66,0.435,0.0969,0.0,0.355,5,0.661,80.078,4,1
528293,6hdAJhtdNZ9NZzxcThJdtI,Maa Da Laadla,Vishal-Shekhar,Master Saleem,,2008-10-08,40,245187,0,0.787,0.933,-5.712,0.0559,0.00771,0.214,0.116,0,0.806,113.974,4,1
528361,6VpywY7DEMDSmpiY4tKpwX,Kaisa Ye Raaz Hai,Pranay.M. Rijia,KK,,2008-12-01,34,377493,0,0.513,0.76,-7.157,0.0414,0.0154,0.00181,0.113,11,0.316,86.046,4,0
528399,7t8gUSPNVJm0bRMx4BKApC,Ok Anesa,Naresh Iyer,Kalyani,,2008-08-30,30,272666,0,0.796,0.542,-9.245,0.04,0.374,0.000676,0.0837,1,0.388,99.968,4,1
528450,3Y1W2OroFGmAGFa968nNUX,Penne Ennai Kodu,Karthik,,,2008-10-17,28,272027,0,0.793,0.719,-7.8,0.0469,0.0466,0.000874,0.122,10,0.892,120.032,4,0
528471,1WrrcqB5cmqxJIJMcYk6fj,"Aahun Aahun (From ""Love Aaj Kal"")",Master Saleem,Neeraj Shridhar,Suzanne D'Mello,2009-01-01,48,290493,0,0.536,0.903,-5.501,0.307,0.154,4.5e-05,0.064,1,0.656,129.965,4,0
528482,7o20g3bZRdwy6MtiUP9pOx,Oy..Oy..,Siddharth,Prasanthini,,2009-05-22,47,282427,0,0.801,0.883,-6.154,0.061,0.0816,0.00024,0.0921,7,0.756,135.007,4,0
528811,1LsTEyQJEPORgTbNHATmGw,Wajle Ki Bara,Bela Shende,,,2010-01-01,43,398080,0,0.712,0.785,-6.797,0.116,0.379,3.32e-06,0.0275,8,0.78,149.986,4,1
528853,2dM6gB1xw3afy3iovxFcfk,O My Friend,Karthik,,,2010-04-13,40,302707,0,0.649,0.328,-13.381,0.0407,0.664,0.00102,0.0793,9,0.291,89.97,4,1
528868,6lahP9HhC6YflVhcwergHS,I Don't Know What To Do,Shabbir Kumar,Sunidhi Chauhan,,2010-03-17,40,199065,0,0.891,0.683,-6.917,0.0817,0.289,0.00108,0.13,10,0.743,110.035,4,0
528896,5YIbQorvQP0DyA6pcaLeT7,Kalvare,A.R. Rahman,Shreya Ghoshal,,2010-10-14,39,252307,0,0.754,0.481,-7.339,0.03,0.477,0.00157,0.108,4,0.524,100.001,4,1
528919,1VZ4UzU6Zmg8ZAmcOcKNi3,Dhoop Ke Makaan,Shekhar Ravjiani,Sunidhi Chauhan,,2010-10-18,36,271560,0,0.667,0.588,-6.018,0.0387,0.519,4.52e-06,0.103,1,0.583,136.024,4,0
528926,0W5yso2Ep02tXDOTIW7nRn,Udaan (Nadi Mein Talab Hai),Amit Trivedi,Joi Barua,Neuman Pinto,2010-06-29,35,298382,0,0.574,0.759,-7.939,0.0411,0.132,0.016,0.132,9,0.0391,129.974,4,1
528995,3M5aOWdYZrX2LMC6SzGvOo,Charha De Rang,Ali Pervez Mehdi,Shweta Pandit,Mahalakshmi Iyer,2010-12-11,33,271111,0,0.682,0.86,-3.458,0.0855,0.601,1.54e-06,0.2,0,0.965,120.07,4,1
529066,3Kd0dzfRnf5DOExPHMdDt3,Dhunki,Sohail Sen,Neha Bhasin,Irshad Kamil,2011-08-09,45,257620,0,0.726,0.77,-6.479,0.0536,0.296,0.0,0.0557,1,0.887,94.961,4,0
529095,09NCo4MjEUXzQ12sRoZBWJ,Meeting Place,Ranbir Kapoor,,,2011-10-01,42,69500,0,0.268,0.00875,-22.709,0.0369,0.969,0.941,0.0805,9,0.031,52.161,4,0
529129,7aGP8THL45LnFX8xIY1Jcx,Jaagran (Rockstar),Mohit Chauhan,,,2011-10-01,40,63120,0,0.679,0.678,-6.935,0.0427,0.634,0.0,0.161,5,0.842,87.958,4,1
529171,2jlPMNMojBNtGZTnSuXItA,Something Wrong,Prateek Kuhad,,,2011-07-15,37,208413,0,0.564,0.384,-8.651,0.0289,0.729,1.76e-06,0.185,9,0.188,90.123,4,1
529179,0l1JCo6HrRemmzvFfqudtv,Let It Be,Pritam,Shaan,,2011-10-21,36,253101,0,0.665,0.7,-6.781,0.0663,0.126,4.52e-06,0.116,8,0.861,172.0,4,1
529301,7ttlemwytO21npSmLKqTBg,Aashiyan,Pritam,Shreya Ghoshal,Nikhil Paul George,2012-06-24,52,236373,0,0.829,0.622,-7.293,0.0518,0.293,2.8e-06,0.167,10,0.775,131.971,4,1
529381,1Xy7rlgMjkoWlwUSEk5sA4,Venaam Machan,Harris Jayaraj,Naresh Iyer,Velmurugan,2012-03-05,45,314360,0,0.829,0.642,-6.256,0.0719,0.271,0.0,0.34,0,0.709,138.007,4,1
529388,6ChgSkEDHeHrr1Jig4lMOG,"Janam Janam Ka Saath Hai - From ""Bheegi Palken""",Mohammed Rafi,Lata Mangeshkar,,2012-01-01,44,241427,0,0.369,0.745,-7.185,0.0587,0.475,2.99e-05,0.392,9,0.835,154.018,4,0
529405,46o9zQ9jBIo9jJEeaOIVZd,Gabhru,Jstar,,,2012-02-27,42,218182,0,0.669,0.983,-4.048,0.112,0.236,0.0117,0.115,8,0.968,176.036,4,1
